interaction_id,customer_id,interaction_date,interaction_time,channel,interaction_type,duration_mins,outcome,agent_id,destination_interest,budget_range,travel_party_size,referral_source,is_converted
INT0016783,CUS00456,2022-11-30,17:30,Web,Booking,9,Converted,AGT010,Seychelles,"£5,000 - £10,000",5,,Y
INT0016784,CUS01182,2023-04-28,16:15,Web,Quote,9,Follow-up,AGT018,New Zealand,"£5,000 - £10,000",5,Repeat customer,N
INT0016785,CUS00189,2022-01-13,13:30,WhatsApp,Enquiry,2,Follow-up,,Japan,"£20,000+",6,,N
INT0016786,CUS00590,2024-05-31,10:45,WhatsApp,Booking,12,Converted,AGT001,Machu Picchu,"£10,000 - £20,000",4,Repeat customer,Y
INT0016787,CUS01238,2024-12-25,13:30,WhatsApp,Enquiry,9,No-action,,Sri Lanka,"£3,000 - £5,000",6,Google,N
INT0016788,CUS00249,2023-01-03,15:00,WhatsApp,Quote,20,Follow-up,AGT005,Kerala,"£5,000 - £10,000",2,Google,N
INT0016789,CUS00301,2022-07-01,15:45,Email,Quote,7,Follow-up,AGT016,Santorini,"£20,000+",3,Travel agent,N
INT0016790,CUS00836,2022-06-06,12:15,Phone,Quote,48,No-action,AGT016,Bora Bora,"£20,000+",1,,N
INT0016791,CUS00464,2024-03-03,10:30,WhatsApp,Enquiry,15,No-action,AGT017,Patagonia,"£20,000+",5,,N
INT0016792,CUS01455,2022-07-06,11:15,Web,Quote,17,Follow-up,,Machu Picchu,"£3,000 - £5,000",4,Repeat customer,N
INT0016793,CUS00493,2022-02-17,16:30,Web,Quote,12,Follow-up,,Maldives,"£20,000+",4,Google,N
INT0016794,CUS01401,2023-10-17,17:30,Email,Post-trip,2,Resolved,,Peru,"£20,000+",2,,N
INT0016795,CUS01927,2023-04-13,17:30,Web,Quote,18,Follow-up,AGT017,Cinque Terre,"£3,000 - £5,000",1,Google,N
INT0016796,CUS00884,2024-11-28,15:00,WhatsApp,Enquiry,5,Follow-up,,Kerala,"£10,000 - £20,000",3,Word of mouth,N
INT0016797,CUS01958,2022-06-11,17:30,In-Store,Enquiry,59,Follow-up,,Peru,"£10,000 - £20,000",3,,N
INT0016798,CUS01053,2022-11-13,14:00,Web,Booking,9,Converted,AGT010,Safari Tanzania,"£5,000 - £10,000",5,Social media,Y
INT0016799,CUS01993,2023-05-08,13:15,Web,Quote,13,Follow-up,,New Zealand,"£5,000 - £10,000",2,Travel agent,N
INT0016800,CUS00183,2022-02-27,14:45,Phone,Enquiry,15,No-action,AGT001,Japan,"£3,000 - £5,000",5,Travel agent,N
INT0016801,CUS01523,2022-10-25,10:30,Phone,Quote,33,No-action,,Amalfi Coast,"£20,000+",5,Social media,N
INT0016802,CUS00213,2023-06-13,16:00,In-Store,Quote,18,Follow-up,,Safari Tanzania,"£5,000 - £10,000",3,Repeat customer,N
INT0016803,CUS00581,2023-11-08,13:15,Web,Quote,16,No-action,,Botswana Safari,"£10,000 - £20,000",6,Travel agent,N
INT0016804,CUS01389,2024-10-29,15:15,Email,Enquiry,6,No-action,,Canada Rockies,"£20,000+",1,Travel agent,N
INT0016805,CUS01033,2023-12-19,11:30,Phone,Enquiry,58,Follow-up,,Patagonia,"£20,000+",2,Google,N
INT0016806,CUS00010,2023-03-12,10:15,In-Store,Enquiry,12,Follow-up,,Safari Kenya,"£5,000 - £10,000",5,Repeat customer,N
INT0016807,CUS00617,2024-01-31,15:30,Email,Quote,9,Converted,,Svalbard,"£10,000 - £20,000",6,Repeat customer,Y
INT0016808,CUS01697,2022-07-27,17:15,Phone,Enquiry,13,Follow-up,,Cinque Terre,"£10,000 - £20,000",3,Google,N
INT0016809,CUS00737,2024-07-20,16:00,Web,Enquiry,13,Follow-up,AGT005,Cambodia,"£20,000+",6,Word of mouth,N
INT0016810,CUS00093,2024-05-29,17:30,In-Store,Enquiry,39,Follow-up,,Vietnam,"£5,000 - £10,000",3,Travel agent,N
INT0016811,CUS01303,2023-11-13,09:45,Web,Enquiry,8,Follow-up,AGT004,Japan,"£10,000 - £20,000",2,,N
INT0016812,CUS00159,2024-09-26,09:15,Email,Quote,14,Follow-up,,Australia,"£3,000 - £5,000",6,Word of mouth,N
INT0016813,CUS01681,2022-09-01,10:45,Email,Quote,4,Converted,AGT016,Sri Lanka,"£10,000 - £20,000",2,Travel agent,Y
INT0016814,CUS00711,2022-04-29,14:30,Phone,Booking,58,Converted,AGT011,Seychelles,"£3,000 - £5,000",4,Repeat customer,Y
INT0016815,CUS00616,2022-02-20,17:00,Web,Enquiry,19,Follow-up,,Patagonia,"£5,000 - £10,000",4,Word of mouth,N
INT0016816,CUS01470,2023-01-17,10:45,Email,Enquiry,13,Converted,AGT010,New Zealand,"£3,000 - £5,000",3,,Y
INT0016817,CUS01560,2024-07-15,14:30,Web,Post-trip,16,Resolved,AGT008,Rajasthan,"£20,000+",4,Travel agent,N
INT0016818,CUS00145,2022-09-14,14:30,Phone,Quote,35,Follow-up,AGT009,Bali,"£10,000 - £20,000",2,,N
INT0016819,CUS01500,2024-08-26,13:15,In-Store,Enquiry,29,Follow-up,,Seychelles,"£10,000 - £20,000",6,,N
INT0016820,CUS01808,2023-10-23,12:45,Phone,Enquiry,28,Follow-up,,Tuscany,"£3,000 - £5,000",3,Travel agent,N
INT0016821,CUS00846,2022-07-22,11:45,Email,Booking,10,Converted,AGT007,Patagonia,"£3,000 - £5,000",4,Google,Y
INT0016822,CUS00213,2022-04-11,15:45,Phone,Booking,15,Converted,AGT005,Santorini,"£5,000 - £10,000",2,Google,Y
INT0016823,CUS01924,2024-04-25,15:45,Email,Post-trip,17,Resolved,AGT003,Canada Rockies,"£3,000 - £5,000",6,Repeat customer,N
INT0016824,CUS01014,2023-12-01,17:45,Web,Enquiry,4,No-action,AGT019,Phuket,"£20,000+",5,Word of mouth,N
INT0016825,CUS01920,2024-11-04,12:30,Web,Post-trip,16,Resolved,AGT018,Cinque Terre,"£20,000+",6,,N
INT0016826,CUS00335,2022-12-15,12:45,Web,Quote,17,Follow-up,,Cambodia,"£3,000 - £5,000",5,Word of mouth,N
INT0016827,CUS00678,2024-06-07,13:00,Email,Enquiry,6,Follow-up,,Vietnam,"£10,000 - £20,000",1,Travel agent,N
INT0016828,CUS00930,2022-10-07,16:15,Email,Enquiry,18,No-action,,Australia,"£3,000 - £5,000",2,Word of mouth,N
INT0016829,CUS01257,2022-04-13,09:30,Phone,Post-trip,46,Resolved,AGT011,Bora Bora,"£3,000 - £5,000",4,Travel agent,N
INT0016830,CUS01517,2022-01-26,10:15,Phone,Booking,24,Converted,,Galápagos,"£10,000 - £20,000",2,Travel agent,Y
INT0016831,CUS00481,2024-03-22,15:45,Web,Complaint,18,No-action,AGT005,Maldives,"£20,000+",3,,N
INT0016832,CUS00157,2022-08-22,09:15,Phone,Quote,27,Follow-up,AGT018,Rajasthan,"£3,000 - £5,000",4,Word of mouth,N
INT0016833,CUS00958,2023-12-02,17:00,Phone,Quote,11,Follow-up,AGT015,Maldives,"£5,000 - £10,000",1,Word of mouth,N
INT0016834,CUS01730,2023-11-01,10:30,Email,Booking,14,Converted,AGT012,Norway Fjords,"£20,000+",1,Word of mouth,Y
INT0016835,CUS00131,2024-05-13,16:15,Web,Enquiry,18,Follow-up,,Canada Rockies,"£10,000 - £20,000",6,Repeat customer,N
INT0016836,CUS01032,2024-02-10,16:15,Web,Enquiry,9,Converted,AGT017,Rajasthan,"£3,000 - £5,000",1,Travel agent,Y
INT0016837,CUS00430,2023-04-01,13:15,Web,Quote,4,Converted,AGT015,Seychelles,"£3,000 - £5,000",4,Word of mouth,Y
INT0016838,CUS01710,2023-08-24,16:15,Web,Quote,20,Converted,AGT002,Japan Winter,"£5,000 - £10,000",5,Repeat customer,Y
INT0016839,CUS01717,2023-08-05,12:15,Email,Enquiry,5,Follow-up,AGT015,Galápagos,"£5,000 - £10,000",1,Google,N
INT0016840,CUS01575,2023-07-15,15:00,Email,Complaint,4,Converted,,Maldives,"£5,000 - £10,000",1,Google,Y
INT0016841,CUS01959,2023-01-06,10:45,Email,Enquiry,5,Follow-up,,Santorini,"£3,000 - £5,000",1,,N
INT0016842,CUS00290,2024-02-26,12:00,Phone,Quote,59,No-action,,Bora Bora,"£10,000 - £20,000",4,Social media,N
INT0016843,CUS00888,2023-02-09,14:30,Web,Quote,7,Converted,AGT004,Norway Fjords,"£3,000 - £5,000",4,Social media,Y
INT0016844,CUS00483,2023-01-21,16:30,In-Store,Booking,39,Converted,,Santorini,"£20,000+",5,Repeat customer,Y
INT0016845,CUS01559,2023-07-05,11:15,Web,Post-trip,13,Resolved,,Alaska Cruise,"£10,000 - £20,000",2,Repeat customer,N
INT0016846,CUS00028,2024-11-03,10:30,Web,Post-trip,8,Resolved,,Rajasthan,"£5,000 - £10,000",4,Social media,N
INT0016847,CUS01263,2022-09-03,12:15,Web,Quote,14,Follow-up,AGT009,Peru,"£20,000+",4,Word of mouth,N
INT0016848,CUS00734,2022-10-13,14:15,Web,Post-trip,17,Resolved,AGT003,Machu Picchu,"£5,000 - £10,000",3,Repeat customer,N
INT0016849,CUS00980,2022-10-15,16:45,Email,Enquiry,5,No-action,AGT007,Tuscany,"£3,000 - £5,000",4,Social media,N
INT0016850,CUS01193,2023-09-08,15:30,Web,Enquiry,12,No-action,AGT012,Norway Fjords,"£20,000+",6,Social media,N
INT0016851,CUS00523,2023-02-13,11:15,In-Store,Complaint,36,Follow-up,,Alaska Cruise,"£10,000 - £20,000",5,Repeat customer,N
INT0016852,CUS01263,2023-11-03,17:45,WhatsApp,Quote,18,Follow-up,AGT011,Cinque Terre,"£5,000 - £10,000",3,,N
INT0016853,CUS00732,2023-09-22,13:30,In-Store,Quote,36,Converted,AGT010,Tuscany,"£10,000 - £20,000",5,Word of mouth,Y
INT0016854,CUS01258,2024-04-25,13:30,Web,Post-trip,14,Resolved,AGT018,Bali,"£20,000+",1,Travel agent,N
INT0016855,CUS00580,2024-02-18,11:30,Web,Enquiry,10,No-action,AGT011,Cinque Terre,"£10,000 - £20,000",5,Travel agent,N
INT0016856,CUS01128,2022-10-12,13:15,Phone,Enquiry,11,No-action,AGT010,Kerala,"£20,000+",3,Google,N
INT0016857,CUS00053,2023-01-18,17:15,Phone,Post-trip,5,Resolved,AGT019,Seychelles,"£3,000 - £5,000",3,Social media,N
INT0016858,CUS00226,2022-11-17,10:30,Email,Quote,6,Follow-up,AGT004,Japan Winter,"£10,000 - £20,000",1,Google,N
INT0016859,CUS01453,2022-06-27,17:00,Web,Booking,11,Converted,,Canada Rockies,"£3,000 - £5,000",2,Google,Y
INT0016860,CUS00283,2023-09-29,14:15,Email,Quote,20,Follow-up,AGT010,Iceland,"£10,000 - £20,000",6,Social media,N
INT0016861,CUS00760,2024-12-12,11:15,Web,Enquiry,16,Follow-up,AGT013,Galápagos,"£20,000+",2,Social media,N
INT0016862,CUS00828,2024-03-11,17:00,WhatsApp,Quote,9,No-action,,Cinque Terre,"£20,000+",1,Word of mouth,N
INT0016863,CUS00718,2024-07-17,12:30,Web,Quote,17,Follow-up,AGT017,Iceland,"£10,000 - £20,000",4,Word of mouth,N
INT0016864,CUS01358,2022-08-22,15:00,Phone,Enquiry,23,Follow-up,AGT015,Safari Kenya,"£20,000+",2,Word of mouth,N
INT0016865,CUS01563,2023-08-04,12:15,In-Store,Quote,23,Follow-up,AGT011,Iceland,"£10,000 - £20,000",2,Word of mouth,N
INT0016866,CUS00270,2024-05-23,12:45,Phone,Booking,30,Converted,AGT020,New Zealand,"£20,000+",3,,Y
INT0016867,CUS00505,2022-12-24,12:15,Email,Enquiry,2,Follow-up,AGT013,Australia,"£5,000 - £10,000",5,Repeat customer,N
INT0016868,CUS00636,2023-07-19,17:00,Email,Post-trip,14,Follow-up,AGT009,Alaska Cruise,"£10,000 - £20,000",2,Google,N
INT0016869,CUS00213,2023-10-03,10:30,Email,Enquiry,17,Follow-up,,Australia,"£10,000 - £20,000",3,Social media,N
INT0016870,CUS01478,2023-06-26,10:45,Email,Enquiry,14,No-action,AGT012,Bali,"£5,000 - £10,000",3,Repeat customer,N
INT0016871,CUS01753,2024-01-06,12:00,Phone,Quote,46,Follow-up,AGT015,Norway Fjords,"£3,000 - £5,000",3,Repeat customer,N
INT0016872,CUS01882,2022-12-25,13:30,Phone,Enquiry,28,No-action,AGT004,Safari Kenya,"£5,000 - £10,000",3,,N
INT0016873,CUS00488,2024-06-02,12:00,Email,Quote,19,No-action,AGT014,Cambodia,"£5,000 - £10,000",1,Word of mouth,N
INT0016874,CUS01574,2024-09-01,14:15,Web,Complaint,10,Converted,,Safari Kenya,"£10,000 - £20,000",6,Repeat customer,Y
INT0016875,CUS01814,2023-05-12,15:45,Phone,Post-trip,32,Resolved,AGT001,Machu Picchu,"£20,000+",2,Google,N
INT0016876,CUS00806,2024-08-01,09:45,Email,Enquiry,4,Follow-up,AGT013,Cinque Terre,"£5,000 - £10,000",5,Word of mouth,N
INT0016877,CUS00470,2024-08-15,15:00,Email,Post-trip,9,Resolved,AGT002,Canada Rockies,"£10,000 - £20,000",3,,N
INT0016878,CUS01691,2024-09-20,15:00,Web,Enquiry,3,Follow-up,AGT012,Galápagos,"£10,000 - £20,000",3,Repeat customer,N
INT0016879,CUS01821,2023-06-11,15:15,Web,Enquiry,2,Follow-up,AGT018,Safari Kenya,"£20,000+",1,Social media,N
INT0016880,CUS01261,2022-07-18,12:45,Phone,Booking,25,Converted,,Cambodia,"£20,000+",1,Social media,Y
INT0016881,CUS01495,2022-12-14,14:30,Phone,Enquiry,23,No-action,,New Zealand,"£3,000 - £5,000",6,Social media,N
INT0016882,CUS00410,2022-03-04,17:30,Phone,Booking,36,Converted,AGT002,Iceland,"£3,000 - £5,000",5,,Y
INT0016883,CUS00471,2023-07-15,14:45,Web,Booking,9,Converted,AGT007,Cambodia,"£3,000 - £5,000",4,Repeat customer,Y
INT0016884,CUS01072,2023-01-01,12:30,Email,Enquiry,18,Follow-up,AGT007,Safari Kenya,"£3,000 - £5,000",4,Google,N
INT0016885,CUS01266,2022-01-07,10:15,Phone,Quote,11,Follow-up,AGT014,Patagonia,"£5,000 - £10,000",2,Google,N
INT0016886,CUS01007,2024-07-29,11:30,Phone,Quote,59,Converted,AGT011,Canada Rockies,"£10,000 - £20,000",5,Word of mouth,Y
INT0016887,CUS01053,2024-11-20,14:30,Web,Post-trip,6,Resolved,AGT018,Bora Bora,"£5,000 - £10,000",5,Google,N
INT0016888,CUS01600,2023-07-27,13:00,Phone,Booking,24,Converted,,Bora Bora,"£10,000 - £20,000",1,Social media,Y
INT0016889,CUS01652,2024-05-01,13:45,Web,Booking,8,Converted,AGT012,Kerala,"£10,000 - £20,000",6,Travel agent,Y
INT0016890,CUS00065,2024-08-28,09:45,Web,Booking,18,Converted,,Seychelles,"£10,000 - £20,000",4,Repeat customer,Y
INT0016891,CUS01741,2022-10-14,15:30,In-Store,Enquiry,21,No-action,AGT016,Sri Lanka,"£3,000 - £5,000",5,Google,N
INT0016892,CUS01880,2022-04-29,13:30,WhatsApp,Booking,20,Converted,,Japan Winter,"£3,000 - £5,000",4,Repeat customer,Y
INT0016893,CUS00872,2024-07-15,17:00,Email,Booking,19,Converted,,New Zealand,"£20,000+",1,Repeat customer,Y
INT0016894,CUS01764,2024-09-07,09:15,Web,Enquiry,5,Follow-up,,Safari Kenya,"£10,000 - £20,000",5,,N
INT0016895,CUS01804,2024-09-15,12:00,Phone,Complaint,29,No-action,AGT013,Australia,"£10,000 - £20,000",6,Word of mouth,N
INT0016896,CUS00652,2024-01-14,12:45,Phone,Enquiry,28,No-action,AGT004,Japan,"£3,000 - £5,000",5,,N
INT0016897,CUS00304,2024-07-26,13:00,Email,Post-trip,12,Resolved,,Cinque Terre,"£10,000 - £20,000",5,Social media,N
INT0016898,CUS00429,2024-05-29,09:00,In-Store,Enquiry,57,Converted,,Kerala,"£20,000+",4,Word of mouth,Y
INT0016899,CUS00760,2023-03-28,10:45,Phone,Quote,59,Converted,,Galápagos,"£20,000+",5,Social media,Y
INT0016900,CUS01065,2022-03-19,13:00,Email,Booking,19,Converted,AGT015,Australia,"£3,000 - £5,000",2,Repeat customer,Y
INT0016901,CUS01758,2024-02-21,16:15,Email,Post-trip,11,Follow-up,AGT012,Safari Kenya,"£3,000 - £5,000",4,Repeat customer,N
INT0016902,CUS01147,2023-09-09,11:45,Phone,Enquiry,19,Converted,AGT012,Bali,"£10,000 - £20,000",5,Travel agent,Y
INT0016903,CUS01174,2023-10-12,12:30,Email,Quote,17,No-action,AGT003,Sri Lanka,"£20,000+",1,Repeat customer,N
INT0016904,CUS01509,2023-05-24,13:30,In-Store,Enquiry,37,Follow-up,,Bora Bora,"£10,000 - £20,000",3,Google,N
INT0016905,CUS00644,2022-07-07,14:15,Email,Enquiry,9,Converted,AGT004,Safari Tanzania,"£5,000 - £10,000",4,Google,Y
INT0016906,CUS00547,2023-04-26,13:30,Web,Booking,9,Converted,,Japan Winter,"£10,000 - £20,000",5,Word of mouth,Y
INT0016907,CUS00396,2022-04-26,16:15,Email,Post-trip,12,No-action,AGT005,Alaska Cruise,"£3,000 - £5,000",2,Google,N
INT0016908,CUS01404,2024-08-18,09:00,Phone,Enquiry,55,Follow-up,AGT006,Bali,"£20,000+",1,Travel agent,N
INT0016909,CUS00622,2024-03-03,12:45,WhatsApp,Quote,16,Follow-up,AGT003,Santorini,"£5,000 - £10,000",4,Repeat customer,N
INT0016910,CUS00135,2024-03-08,16:15,Phone,Quote,58,Follow-up,AGT015,Botswana Safari,"£3,000 - £5,000",6,Social media,N
INT0016911,CUS01750,2023-11-13,12:15,Web,Enquiry,4,No-action,,Japan Winter,"£3,000 - £5,000",1,Google,N
INT0016912,CUS01502,2024-05-17,13:30,Email,Enquiry,14,No-action,AGT008,Rajasthan,"£5,000 - £10,000",6,Word of mouth,N
INT0016913,CUS01757,2024-08-08,17:30,Web,Quote,8,Converted,AGT002,Norway Fjords,"£3,000 - £5,000",3,Travel agent,Y
INT0016914,CUS01747,2023-12-03,15:30,Phone,Quote,54,Follow-up,,Alaska Cruise,"£10,000 - £20,000",6,Word of mouth,N
INT0016915,CUS01560,2022-07-28,16:15,Phone,Post-trip,24,Follow-up,AGT007,Bali,"£3,000 - £5,000",2,Travel agent,N
INT0016916,CUS00587,2022-03-22,11:45,Email,Quote,6,Converted,,Botswana Safari,"£5,000 - £10,000",1,Repeat customer,Y
INT0016917,CUS00543,2024-04-19,14:45,Web,Post-trip,20,Resolved,AGT015,Rajasthan,"£10,000 - £20,000",3,Word of mouth,N
INT0016918,CUS00694,2024-07-16,10:45,Phone,Post-trip,17,Resolved,AGT005,Safari Kenya,"£3,000 - £5,000",1,Google,N
INT0016919,CUS01091,2023-01-20,17:30,Web,Enquiry,12,Converted,AGT008,Bora Bora,"£3,000 - £5,000",3,Google,Y
INT0016920,CUS00899,2022-03-02,17:30,Email,Quote,11,Follow-up,,Australia,"£10,000 - £20,000",1,Google,N
INT0016921,CUS00994,2022-08-12,13:15,Web,Quote,7,Converted,,Tuscany,"£3,000 - £5,000",5,Google,Y
INT0016922,CUS00729,2022-07-18,09:00,WhatsApp,Booking,17,Converted,,Safari Kenya,"£5,000 - £10,000",3,,Y
INT0016923,CUS01884,2023-09-09,10:15,Web,Enquiry,13,No-action,,Galápagos,"£5,000 - £10,000",5,,N
INT0016924,CUS01467,2022-09-27,15:00,Web,Enquiry,5,Converted,AGT011,Bali,"£10,000 - £20,000",4,Social media,Y
INT0016925,CUS00015,2022-03-25,12:30,In-Store,Booking,11,Converted,AGT020,Kerala,"£3,000 - £5,000",2,Social media,Y
INT0016926,CUS00701,2024-01-19,13:15,WhatsApp,Quote,8,Converted,,Sri Lanka,"£3,000 - £5,000",6,Google,Y
INT0016927,CUS01676,2022-01-23,10:30,Web,Post-trip,7,No-action,AGT008,Safari Kenya,"£20,000+",4,Social media,N
INT0016928,CUS01793,2022-11-12,16:00,Email,Booking,6,Converted,,New Zealand,"£3,000 - £5,000",6,,Y
INT0016929,CUS01331,2024-06-02,17:30,In-Store,Enquiry,51,No-action,AGT011,Sri Lanka,"£5,000 - £10,000",4,Repeat customer,N
INT0016930,CUS01748,2022-10-27,17:30,Web,Post-trip,2,No-action,,Tuscany,"£10,000 - £20,000",5,,N
INT0016931,CUS00503,2024-11-22,14:30,Web,Complaint,12,Follow-up,,Botswana Safari,"£20,000+",2,Word of mouth,N
INT0016932,CUS01218,2023-11-12,12:00,Email,Quote,18,Converted,,Australia,"£10,000 - £20,000",1,Repeat customer,Y
INT0016933,CUS00743,2023-06-13,14:45,In-Store,Booking,29,Converted,AGT004,Australia,"£3,000 - £5,000",6,,Y
INT0016934,CUS00594,2024-02-17,13:00,Email,Enquiry,12,Follow-up,AGT008,Japan,"£20,000+",6,,N
INT0016935,CUS00196,2024-06-29,11:45,Web,Booking,3,Converted,,Kerala,"£3,000 - £5,000",3,,Y
INT0016936,CUS00775,2023-12-20,15:30,Phone,Complaint,32,Follow-up,,Seychelles,"£10,000 - £20,000",2,Travel agent,N
INT0016937,CUS01873,2022-03-19,10:00,Email,Booking,14,Converted,,Amalfi Coast,"£5,000 - £10,000",1,Repeat customer,Y
INT0016938,CUS01117,2022-03-04,10:15,Web,Quote,4,Converted,AGT008,Australia,"£5,000 - £10,000",2,Repeat customer,Y
INT0016939,CUS00580,2023-04-13,15:00,Phone,Enquiry,26,Converted,,Bora Bora,"£5,000 - £10,000",4,Google,Y
INT0016940,CUS00790,2022-12-26,12:00,Web,Enquiry,4,Follow-up,AGT015,Amalfi Coast,"£5,000 - £10,000",5,Travel agent,N
INT0016941,CUS00875,2024-11-09,14:15,Email,Post-trip,7,No-action,AGT010,Bora Bora,"£5,000 - £10,000",3,Google,N
INT0016942,CUS01185,2023-03-01,10:30,WhatsApp,Booking,20,Converted,AGT004,Botswana Safari,"£20,000+",3,,Y
INT0016943,CUS01749,2024-05-04,09:15,Email,Quote,10,Follow-up,,Kerala,"£3,000 - £5,000",2,Google,N
INT0016944,CUS00642,2022-09-01,17:00,Email,Post-trip,14,Follow-up,AGT015,Japan,"£20,000+",6,Word of mouth,N
INT0016945,CUS00871,2024-02-16,17:30,Email,Enquiry,17,Follow-up,,Safari Kenya,"£3,000 - £5,000",3,Travel agent,N
INT0016946,CUS00424,2024-04-25,11:15,Web,Quote,8,No-action,,Phuket,"£20,000+",2,Repeat customer,N
INT0016947,CUS01462,2024-03-02,10:30,Web,Enquiry,6,Converted,AGT010,Cambodia,"£20,000+",5,,Y
INT0016948,CUS00199,2024-09-04,10:30,WhatsApp,Quote,8,No-action,,Sri Lanka,"£20,000+",1,Repeat customer,N
INT0016949,CUS01484,2022-10-19,11:45,Email,Quote,13,No-action,AGT019,Patagonia,"£5,000 - £10,000",3,Travel agent,N
INT0016950,CUS00012,2022-03-19,15:45,Web,Complaint,16,No-action,,Amalfi Coast,"£5,000 - £10,000",4,Travel agent,N
INT0016951,CUS01347,2022-04-11,15:30,Phone,Enquiry,48,Follow-up,,Canada Rockies,"£5,000 - £10,000",2,Travel agent,N
INT0016952,CUS01261,2022-03-26,15:15,Email,Quote,5,Follow-up,,Cinque Terre,"£3,000 - £5,000",5,Google,N
INT0016953,CUS00499,2022-07-27,15:45,Web,Enquiry,11,Follow-up,AGT001,Norway Fjords,"£5,000 - £10,000",4,Repeat customer,N
INT0016954,CUS00397,2022-02-07,11:30,Web,Post-trip,11,Follow-up,AGT004,Cambodia,"£10,000 - £20,000",2,Word of mouth,N
INT0016955,CUS00007,2022-09-30,12:15,In-Store,Quote,23,No-action,,Norway Fjords,"£5,000 - £10,000",3,,N
INT0016956,CUS00433,2024-02-14,15:00,Email,Booking,8,Converted,AGT005,Kerala,"£3,000 - £5,000",2,Google,Y
INT0016957,CUS01216,2022-01-31,13:15,Email,Quote,14,Converted,AGT020,Bora Bora,"£10,000 - £20,000",1,,Y
INT0016958,CUS00730,2023-05-19,17:30,In-Store,Post-trip,23,Resolved,,Australia,"£20,000+",1,,N
INT0016959,CUS00160,2023-08-03,10:00,Web,Enquiry,16,Follow-up,AGT006,Safari Kenya,"£3,000 - £5,000",3,Travel agent,N
INT0016960,CUS01115,2023-03-28,17:15,Email,Enquiry,15,No-action,,Safari Kenya,"£5,000 - £10,000",5,Word of mouth,N
INT0016961,CUS00077,2023-05-18,13:00,Web,Enquiry,3,Follow-up,,Santorini,"£10,000 - £20,000",1,Google,N
INT0016962,CUS00349,2022-03-04,13:00,Web,Quote,10,No-action,,Sri Lanka,"£10,000 - £20,000",3,Social media,N
INT0016963,CUS01220,2023-05-25,10:30,Email,Quote,9,No-action,AGT017,Bali,"£5,000 - £10,000",5,Word of mouth,N
INT0016964,CUS01020,2024-05-25,16:30,Web,Enquiry,19,No-action,AGT004,Cinque Terre,"£20,000+",2,,N
INT0016965,CUS00959,2022-09-14,13:30,Phone,Enquiry,24,No-action,AGT015,Safari Tanzania,"£5,000 - £10,000",6,Google,N
INT0016966,CUS00845,2022-08-25,11:30,Email,Booking,10,Converted,AGT004,Japan,"£5,000 - £10,000",5,,Y
INT0016967,CUS01510,2023-11-29,11:15,Phone,Enquiry,13,Follow-up,AGT017,Maldives,"£10,000 - £20,000",1,Repeat customer,N
INT0016968,CUS00618,2024-12-03,10:30,Web,Post-trip,15,Resolved,AGT003,Iceland,"£5,000 - £10,000",2,Travel agent,N
INT0016969,CUS01465,2024-05-28,09:15,Phone,Post-trip,36,Follow-up,AGT016,Vietnam,"£3,000 - £5,000",5,Word of mouth,N
INT0016970,CUS00642,2024-05-20,16:30,In-Store,Post-trip,22,Resolved,AGT013,Australia,"£20,000+",6,Travel agent,N
INT0016971,CUS00400,2023-05-05,09:30,Phone,Booking,25,Converted,,Peru,"£5,000 - £10,000",4,Word of mouth,Y
INT0016972,CUS00850,2023-10-30,10:30,Web,Quote,7,Follow-up,AGT015,Vietnam,"£3,000 - £5,000",1,Repeat customer,N
INT0016973,CUS01962,2023-06-21,14:15,Email,Enquiry,12,Follow-up,,Rajasthan,"£3,000 - £5,000",6,Travel agent,N
INT0016974,CUS01511,2023-03-30,11:00,Web,Enquiry,17,Follow-up,,Safari Kenya,"£3,000 - £5,000",4,Repeat customer,N
INT0016975,CUS00303,2022-02-21,15:30,Email,Post-trip,16,Resolved,AGT013,Iceland,"£5,000 - £10,000",2,Social media,N
INT0016976,CUS01267,2022-02-17,17:15,Phone,Post-trip,29,Resolved,,Cambodia,"£3,000 - £5,000",5,,N
INT0016977,CUS00762,2024-11-27,09:45,Web,Quote,15,Converted,AGT009,Seychelles,"£5,000 - £10,000",4,Word of mouth,Y
INT0016978,CUS01371,2023-11-29,16:45,In-Store,Booking,12,Converted,,Tuscany,"£20,000+",6,Repeat customer,Y
